Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance,Last_Service_Days,Warranty_Days_Left
0,54206,1,5,5,2,0,1500,140088,1,14616,9,3,13.303035413905851,2,1,1,1,737,35
5,78888,1,0,2,0,1,2500,31378,1,13762,6,0,13.963170862583585,1,1,1,0,915,-458
0,34691,1,1,6,0,1,1000,55909,0,12498,10,0,15.549961844114378,2,0,0,0,1021,-506
5,58170,1,3,6,2,0,1500,10497,2,28470,2,1,17.78771816144579,0,2,0,1,994,-165
5,62149,1,2,10,2,0,1000,117676,0,9845,5,3,15.947840207334238,1,1,1,0,874,-497
0,48335,2,3,10,0,1,800,91760,1,13701,2,0,15.29611991974419,2,1,2,1,905,-313
1,30925,2,5,3,1,1,800,9372,2,10280,2,3,18.001349118373476,1,0,2,1,953,-571
0,50830,1,2,6,2,1,800,113523,0,17406,8,0,13.45848480768736,0,2,0,1,924,-529
4,71211,2,1,5,2,0,2000,107769,0,25457,9,1,10.617209283331771,0,1,0,0,866,-207
0,36535,2,5,5,2,0,1500,125975,1,5806,1,3,14.814516669932283,0,0,2,1,1009,32
2,44584,2,3,4,1,0,2000,61848,1,25887,5,3,18.17873523819887,1,1,1,1,703,-98
4,30871,2,1,7,0,1,1000,55924,2,23793,1,3,14.2910413863506,2,0,1,0,976,-546
2,66315,1,5,10,1,0,1000,88856,2,18223,6,0,10.691381101617884,2,2,0,1,898,-53
0,70347,2,1,8,1,0,2500,107398,1,17426,10,1,10.404350264056935,2,0,2,1,930,-591
0,39052,0,1,1,0,0,800,7515,2,13945,2,3,13.938440762195173,2,2,0,1,846,-241
2,56960,1,2,1,1,0,1000,33225,2,27605,8,2,19.44827780383047,2,1,2,1,903,-505
5,56097,2,5,5,2,1,800,149391,2,13517,2,1,15.9308257073249,0,1,1,1,901,57
1,47511,2,0,10,0,1,2500,38672,2,23182,8,1,13.715203212917276,0,0,1,0,897,-499
3,42922,1,5,5,0,0,2000,47095,0,17179,7,1,13.565257589059474,1,2,0,1,710,-630
1,71376,1,4,8,0,1,800,74565,0,27950,10,2,12.127822646001324,2,0,1,1,996,-82
3,65437,1,3,3,0,0,1000,27500,0,22031,3,0,15.981163011857266,2,0,2,1,903,-462
2,61549,2,4,6,2,1,1500,92704,1,15286,10,2,10.643378161605046,0,0,0,1,732,-596
4,62634,0,5,7,1,1,2000,45741,2,15425,6,0,14.834496555623192,2,2,0,1,718,45
5,58629,1,5,9,2,0,1000,64228,1,5828,7,2,10.28163475247106,0,1,0,1,1013,-224
2,50866,0,0,8,2,0,2000,148335,0,19423,9,3,15.651784910012942,2,1,1,1,871,-129
3,38873,0,4,2,0,1,1000,82859,0,15864,6,3,14.926939101808085,1,2,2,1,803,-379
5,63901,1,4,2,0,0,800,98020,2,5053,8,0,14.983665495327225,0,1,2,1,905,-624
3,40925,0,5,8,1,1,1500,92646,1,20300,10,2,17.562875602659226,2,0,0,1,975,-534
5,70315,1,1,4,2,1,800,127040,2,11626,6,1,19.420712066845567,0,1,1,0,964,28
3,66110,1,5,6,0,1,1500,138610,2,11287,3,0,11.087520782473447,1,0,1,1,727,-113
5,59515,2,0,6,1,1,800,25165,1,17051,3,1,10.109342242873684,2,2,0,1,935,-130
2,50604,2,4,3,0,1,1500,97994,2,13559,3,3,12.323807090016649,0,2,2,1,844,4
4,54090,2,2,6,1,0,2500,55704,1,26478,6,3,11.46177343288848,0,2,1,1,951,-412
0,67008,1,4,8,0,1,2500,79876,0,12088,8,0,18.39289227174107,0,0,2,1,711,-163
0,72917,2,4,3,0,0,2500,11611,2,23282,9,1,15.85410306632398,0,2,2,1,873,-21
2,69172,1,0,3,0,1,1500,44002,2,5112,1,2,18.05805689914074,1,2,2,1,713,-369
1,35433,1,3,6,0,1,2500,130897,0,14717,3,3,14.248794495392572,0,1,2,1,700,-414
5,72751,2,5,3,0,0,2500,51377,1,22319,2,1,17.0835223984379,1,1,1,1,839,-329
0,30402,2,0,8,2,1,800,44404,0,7515,5,0,12.536059561033872,2,0,2,1,965,-582
2,53519,2,1,1,0,0,800,23932,2,28296,1,1,16.953564997948725,1,0,0,0,994,-91
5,49542,1,3,7,2,0,1500,59766,0,7226,10,1,13.560978414075182,0,0,2,1,811,33
4,32950,1,0,3,0,1,2500,27555,2,5526,6,0,13.689397546192474,1,0,0,0,826,11
5,62378,2,0,7,0,1,800,96890,1,7730,6,0,13.692707181098172,0,1,1,0,964,45
5,53951,2,3,5,2,1,1500,101760,1,29261,3,2,18.452217278574807,2,2,2,1,1021,-486
1,55227,0,3,1,1,0,800,16658,0,20778,7,2,13.174968524819649,2,2,0,1,840,-489
1,64216,0,3,10,0,1,2500,85738,1,22777,8,0,12.579024285621529,1,2,1,1,808,28
0,49118,2,2,6,0,0,2500,108538,2,19344,1,1,15.31166979504036,2,2,2,1,995,-177
1,66531,1,5,9,0,1,2500,85389,0,25448,2,1,16.36473947011448,2,2,0,1,875,-443
4,34702,0,4,4,2,1,2000,113626,1,9436,4,0,19.504856263562385,1,0,0,1,955,-540
2,39304,1,5,5,1,1,2000,96084,1,24844,9,1,10.13357490317088,1,2,0,1,754,-473
5,36487,0,1,7,0,1,1500,69928,1,21427,5,1,19.234212379052376,0,0,2,1,1028,-243
1,71031,0,2,8,0,0,1000,14073,2,18556,10,3,14.206144861213934,2,2,0,1,816,-107
4,69653,1,5,6,2,1,1000,82694,0,14941,6,0,19.419767824606964,2,0,0,1,839,-552
0,37006,2,5,6,0,0,800,107024,2,17714,1,2,15.86465372453867,0,0,2,1,877,-5
3,79711,0,5,3,0,1,800,93387,2,7171,2,3,10.924887311468517,0,0,0,1,839,-313
1,79080,1,1,7,1,1,2500,2638,0,28557,8,2,15.70235849403535,2,0,2,1,834,-211
4,69697,2,4,3,1,0,2000,70402,1,27790,3,3,19.979527753926057,1,2,1,1,725,-558
1,54188,2,4,5,2,1,1000,116823,0,18781,7,2,13.363931281247345,1,2,0,1,765,-603
2,57702,2,3,1,0,1,1500,110405,1,7412,10,2,12.968059590694134,2,2,0,1,1007,-102
3,33279,0,4,8,0,1,1000,49492,1,8570,1,1,19.993104444499096,1,1,1,1,711,-342
3,34985,2,1,9,2,1,1000,24362,0,21174,2,3,15.943640205053692,2,1,2,1,738,-212
5,63259,1,3,6,0,0,800,14334,0,11037,10,1,10.414354740494703,2,2,2,1,729,-273
2,78096,1,1,7,1,0,1500,83551,2,28108,9,0,10.506616317555192,1,1,0,0,863,-488
3,60688,0,0,9,0,0,2500,121786,1,20463,6,0,15.835082125670157,1,0,2,1,708,-531
3,77622,1,2,8,2,0,800,67998,0,13706,7,2,19.43215589329085,1,1,0,0,714,27
2,34852,1,0,4,2,0,1500,91750,0,11319,5,2,16.080426416626377,1,2,1,1,737,49
1,48435,0,0,7,0,0,2000,90599,1,13588,4,1,14.21758027482641,1,1,2,1,1021,-501
2,40324,0,4,1,2,1,1000,41677,0,6512,2,0,12.839091901829365,2,2,1,1,724,-268
2,67009,1,2,9,1,0,2000,4056,0,25803,9,1,12.242102191256604,0,0,2,1,807,-528
0,54600,1,5,6,2,1,800,7986,0,23627,2,3,18.03618049860455,2,1,1,1,909,-255
5,41290,2,3,5,0,0,1000,132791,1,5390,3,1,14.735016944830315,0,2,0,1,1021,-385
4,73155,2,2,10,2,0,2500,80213,0,9665,9,1,14.580296435697337,0,2,0,1,957,48
3,76269,0,1,4,1,0,800,17002,1,24555,4,1,19.829252684113595,1,2,1,1,903,-161
1,66356,2,5,8,2,0,1500,1731,2,10351,2,3,12.137934455581432,2,0,0,1,835,-112
5,54108,1,4,6,0,1,2000,97698,0,17827,8,0,12.198010773711632,0,1,2,1,855,-342
2,66346,0,1,5,1,1,800,97681,0,16794,5,0,11.07776411095835,0,2,1,1,829,-572
4,74314,1,2,7,0,1,1500,42302,2,23988,6,1,19.60476112444392,0,2,1,1,897,43
0,39045,1,3,10,0,0,2000,77482,2,6464,8,2,16.682505273783658,0,2,2,1,925,-92
1,59196,0,1,2,2,0,2000,94606,2,12718,3,2,18.937052512414013,2,1,2,1,981,-436
5,46817,0,1,1,2,0,1000,18911,0,6223,7,1,13.66404382906853,2,0,2,1,888,-87
1,36430,0,3,9,2,0,1000,82300,0,29889,4,0,10.372459570786326,2,0,2,1,715,-235
5,38237,2,1,2,2,1,2500,102727,1,27952,9,1,13.016445525596936,2,1,1,0,1031,-416
1,34149,2,1,6,2,1,800,16157,1,11009,6,3,16.449491638379698,2,0,1,0,758,-512
5,65069,1,0,10,1,1,2500,145896,0,16109,9,3,17.336590707762227,2,1,1,1,993,41
2,75222,1,5,1,2,1,1000,61443,2,12249,10,1,10.873965239800276,1,2,2,1,1001,-103
1,51233,0,4,5,2,0,2000,96628,0,9008,2,1,12.040673309122871,1,0,1,1,973,-14
1,53294,0,2,9,2,1,2000,110948,0,27001,2,3,19.623250054923123,2,2,1,1,944,-109
2,72554,1,2,5,0,1,1000,145017,1,12717,2,1,12.618240853614328,0,0,1,0,981,-502
4,47999,1,3,9,1,1,800,40728,0,17294,6,3,12.690452324295611,1,1,1,0,790,-64
2,36016,1,0,4,2,1,1500,113228,1,11513,7,0,10.34602978028654,2,1,1,0,1011,-426
1,58658,0,3,5,0,0,1500,136359,2,14033,1,3,14.863211039357047,0,0,0,1,763,-499
1,69424,2,2,5,0,1,800,43858,1,17725,8,3,18.101016710114312,1,0,1,1,929,16
3,52856,1,2,2,2,1,2500,98553,1,17510,5,3,12.769687547256956,1,1,2,1,747,-560
1,40549,0,4,4,1,0,2000,7120,2,29298,2,1,17.872743592429703,0,0,0,1,869,-330
4,76325,2,3,5,1,1,1500,71869,2,10811,3,2,16.741898708728435,2,0,2,1,886,-340
4,67426,1,4,8,0,0,2500,96271,2,9152,9,0,17.64520388304,0,1,1,1,990,-242
2,56315,0,2,5,1,0,800,109923,1,8456,1,1,10.120904293632746,2,1,2,1,723,-530
4,50261,1,5,3,2,1,2000,79779,0,29069,4,2,18.328505926565533,1,0,1,1,825,-261
2,50359,2,5,2,0,0,1500,145563,0,22956,3,2,17.714019213577547,0,2,1,1,705,-469
5,62056,0,0,6,2,0,2500,81460,0,28025,10,1,11.456137154045194,1,1,1,0,843,-632
4,54300,0,3,10,0,1,2500,75685,2,11050,7,3,11.03307397305935,0,2,2,1,713,46
1,32045,1,3,9,0,1,2500,32875,2,16811,8,3,11.017964473964245,2,0,0,1,921,-579
4,51616,2,2,4,1,1,1500,86454,0,19374,8,2,13.93216606054592,2,2,2,1,928,-283
4,30919,1,2,10,0,1,1500,114516,0,23699,4,2,16.849860897798173,2,0,0,0,814,-620
1,37807,2,5,10,2,0,1000,17545,2,17095,9,1,16.25312446788942,0,2,1,1,715,-102
2,45130,1,3,3,1,1,1500,145659,2,21242,4,0,11.224168192662129,1,2,1,1,840,52
0,67297,2,4,7,0,0,800,144200,0,28018,9,1,10.18635613913218,1,0,0,1,771,-513
1,31833,1,2,1,1,1,2000,44750,0,9238,10,3,16.221319073193033,1,0,1,1,728,-334
1,52513,2,4,5,2,1,1000,91164,0,27106,3,3,11.729861379380308,1,1,0,1,755,-507
2,74312,2,3,7,2,0,800,27448,2,15047,9,2,15.442302182303786,1,1,1,1,788,-10
5,69615,1,1,8,1,1,1000,133705,1,16115,1,1,15.401304892534451,0,2,2,1,799,-445
3,54319,2,2,6,1,1,1500,94112,0,28963,2,2,19.56607447709574,0,0,1,1,869,-563
0,30465,0,5,8,1,0,2500,88250,1,8068,8,2,16.261770623758494,0,0,0,1,872,34
0,74718,2,0,6,1,0,2500,117165,1,12855,9,2,10.06905744266282,1,1,2,1,1018,-49
4,71767,0,1,10,0,0,2000,72655,0,24568,7,3,19.372411685111963,2,1,2,1,818,-482
4,44879,1,4,10,2,0,800,136594,2,26247,8,0,18.44375378020061,2,2,1,1,905,-259
3,63437,2,1,4,0,1,2500,145113,0,22771,1,3,10.74058044344737,0,2,1,1,996,-640
5,37711,1,4,8,0,1,1500,95379,0,8689,7,3,10.272130989854814,2,2,2,1,958,-175
3,55812,0,1,3,0,0,2000,107638,0,15197,7,1,11.889706698337514,2,2,2,1,953,-558
3,64863,2,5,10,2,0,1500,36582,2,18999,2,2,12.875670308123262,0,0,1,1,979,-308
3,64587,2,2,9,0,0,2000,64081,2,7762,1,0,14.777468949748677,1,0,0,1,961,-8
1,61327,2,0,5,1,1,2500,92914,0,23966,3,0,19.39833689373448,1,0,1,0,970,-196
2,40355,1,0,5,1,1,1500,51620,1,17582,10,2,12.824048470543945,1,1,1,1,934,-262
4,30470,2,5,9,1,0,1500,136314,0,12282,1,3,13.168401597259264,1,2,0,1,838,-389
1,33574,1,4,3,1,0,800,68510,2,14648,8,3,13.733609520071608,0,2,1,1,787,-228
3,40629,0,2,2,2,1,2500,126160,1,17925,6,0,11.256493975249972,0,2,1,1,992,-22
2,53027,1,2,7,1,1,1000,128443,2,16287,4,0,13.545675460165658,1,2,2,1,876,-463
2,52174,0,1,1,2,0,1000,142400,1,25119,10,3,16.148687654569944,1,1,1,1,981,-390
3,65068,1,3,1,0,0,1000,7305,0,16356,6,3,13.14659067559801,0,2,1,1,918,55
0,51987,2,5,8,1,0,2500,128724,2,7890,5,2,10.596988124394557,2,0,1,1,756,59
0,78568,2,2,1,2,1,800,34766,1,8451,4,3,12.532610957663952,1,1,2,1,1011,-264
4,40688,0,4,3,2,0,1000,17706,1,7713,7,0,16.793797567232183,0,1,1,1,869,-553
4,67068,2,3,7,0,1,2000,28931,0,17389,8,3,19.419878278205964,1,0,1,1,972,-239
5,43016,0,5,6,1,0,1500,131021,2,12078,9,1,17.972915016603565,2,0,0,1,1022,-406
4,69434,1,4,10,0,0,800,126943,2,24552,8,3,14.663294019888776,1,1,1,1,904,-94
0,51424,2,0,6,2,1,2000,23882,1,10755,3,3,19.037562473066792,1,2,1,1,739,38
5,54603,1,1,6,0,0,800,59841,1,23584,2,2,13.25576430983152,2,1,0,0,1019,-276
3,50456,0,0,1,2,1,1000,90281,0,24507,4,3,11.353940607058226,0,2,0,1,1001,-289
2,67107,0,4,7,0,0,2000,67387,0,10101,7,2,19.545625698469674,1,1,2,1,825,-359
5,34097,2,2,5,2,0,1500,67873,1,11196,8,0,13.895934177292204,2,2,0,1,1024,-273
2,43301,1,5,9,2,0,1000,126908,1,5841,7,2,12.037314227007792,2,1,0,1,785,-63
3,31141,1,2,2,0,1,800,44438,2,8690,8,0,13.822964408158285,1,1,1,0,841,-239
1,66530,1,5,10,2,0,1500,111629,0,8131,3,3,18.139984988732216,1,0,2,1,821,-6
0,60903,1,1,7,2,0,2500,93489,0,7392,6,0,14.06691039936412,0,2,1,1,856,-413
5,62884,0,1,8,1,0,1500,34952,0,23511,3,2,12.715960804593706,0,2,2,1,915,-240
5,45624,0,3,2,1,1,800,55479,0,14030,9,1,19.881398866105325,0,0,0,1,798,-331
4,44489,1,5,10,2,0,1000,84674,1,24806,8,3,15.5931582985164,1,2,2,1,1012,-444
5,38153,0,5,4,1,1,800,2947,0,17245,5,1,16.544159061197746,1,1,1,1,817,-205
2,59289,0,0,3,1,1,1000,61896,1,7801,3,3,10.019949863276604,1,1,1,0,923,-162
5,53503,2,4,5,0,1,800,14442,1,17459,2,1,10.361871653341112,2,1,0,1,702,-279
3,75515,1,5,7,2,1,2000,48983,0,9425,1,2,12.932330236203631,2,2,2,1,973,-293
0,34315,0,4,8,0,1,2000,75594,2,24452,10,1,14.728827274387893,0,1,2,1,772,-606
0,59939,1,3,3,1,1,800,53061,0,29500,9,1,10.903221181417424,0,2,1,1,799,-408
0,58559,0,1,6,2,0,800,142372,0,19422,9,1,13.345588791022974,0,0,2,1,851,-129
5,65052,2,4,10,2,0,2000,54962,0,23680,6,1,13.562795023549564,1,2,0,1,735,-390
0,45244,1,0,10,2,1,800,18208,1,27254,4,1,18.627194207748367,0,1,1,0,915,-541
3,45436,2,1,5,0,1,800,141543,0,24511,7,3,13.798096763328076,2,1,0,0,721,-174
1,49994,1,3,8,0,1,800,61362,0,21941,10,3,15.996750171202958,0,1,0,1,845,-626
0,54903,0,4,1,2,0,1000,146973,2,23681,3,1,14.185645749752569,1,1,0,1,718,-258
5,72713,0,0,8,2,0,1500,112586,2,12077,5,1,17.78410823013957,2,2,1,1,967,-21
4,47529,0,5,7,2,0,2500,114059,2,8917,1,1,12.669238881571818,1,2,0,1,746,-428
4,47251,0,4,1,1,1,2000,93702,2,25451,3,2,19.020283987896185,0,0,1,1,811,-578
1,72796,1,4,2,2,0,2000,134514,2,16928,8,1,10.933096922221818,1,2,0,1,945,-372
5,70218,2,2,9,0,1,1000,128197,0,24234,7,3,13.23133722174084,0,0,2,1,846,-135
5,70562,0,3,3,1,1,2500,36506,2,21320,7,1,13.314907636243843,2,2,0,1,908,-609
0,30456,1,3,10,0,0,800,78639,1,27769,8,1,12.861517686554292,0,2,1,1,802,-164
0,65256,0,5,3,1,1,1000,109333,0,6032,10,3,15.907291670839168,2,0,2,1,973,-634
3,71087,2,5,9,1,1,1500,104777,1,15082,1,3,18.57437618520953,2,2,2,1,979,-108
4,60738,0,1,3,2,1,1500,125407,0,20780,5,0,14.38850725620173,1,2,0,1,965,-56
3,72300,0,4,10,1,0,1000,64687,1,7306,6,0,17.243643458221115,1,1,1,1,953,-356
4,30130,2,4,8,0,0,800,62886,0,20753,8,1,19.33785457588353,0,0,0,1,819,-436
1,45328,1,5,10,2,1,800,139471,1,29123,7,3,18.77367074542209,0,2,1,1,721,-247
2,30972,1,2,10,1,0,1000,114249,2,16723,3,2,15.54227420993083,2,0,0,0,820,-569
5,55898,2,2,4,1,0,800,135470,1,8413,3,3,10.84568217731008,2,1,1,1,917,-594
1,33888,2,4,8,0,1,2500,101805,0,12500,9,1,10.878690191972806,1,2,0,1,985,-113
1,51323,0,5,8,2,1,800,11083,1,24326,6,1,11.484723739132187,0,1,2,1,811,-521
2,30461,0,0,10,1,0,2500,8312,0,27889,2,1,19.81133248411944,2,0,2,1,952,-610
0,49986,2,5,10,2,1,2500,131875,2,26360,3,3,12.144762706368288,2,1,0,1,847,-561
4,58517,2,4,3,1,1,2500,100788,1,25938,4,0,11.530221062853425,0,1,2,1,799,16
2,43565,2,2,3,2,0,2000,106742,0,22977,9,0,11.52387560811778,2,1,2,1,779,-87
0,73877,0,2,7,0,1,800,95459,0,8336,3,1,17.717781176034663,2,0,2,1,976,-436
0,67076,0,0,2,0,1,2000,46248,2,12773,4,3,15.654079626003275,1,0,1,0,944,-185
0,72252,1,1,5,2,0,2500,137639,1,17680,9,3,15.674986069262456,2,2,1,1,719,-517
2,41477,0,1,10,1,1,1500,12051,1,16863,7,1,14.100498186408217,1,2,1,1,801,-53
5,71597,2,3,10,1,0,2000,101519,2,6285,8,1,13.632296658396513,2,2,1,1,705,-28
4,53569,0,2,3,0,0,1500,116425,1,13610,4,2,18.142469742886348,2,2,2,1,979,-305
3,63213,2,0,7,0,0,2000,137565,0,17105,7,2,14.89112419765578,0,1,1,0,859,57
3,49661,0,5,9,0,1,2000,60887,0,22372,3,3,12.36848238365237,2,0,1,1,722,-485
5,69102,2,3,8,0,1,2500,98724,2,19088,10,0,19.601193470514108,1,1,1,1,831,-304
4,49478,1,2,8,1,0,1000,105025,0,13473,4,0,19.13270688882524,2,0,0,0,940,-153
3,69788,0,1,1,0,0,2500,23134,0,24284,10,1,11.117312460714963,1,1,2,1,994,-500
3,62870,2,2,5,0,0,800,69245,1,26446,7,0,10.034229927180986,2,1,2,1,1018,-374
5,52744,1,1,8,1,1,800,69999,0,18143,7,1,13.233004566155602,1,0,2,1,738,-554
4,36070,2,0,1,1,0,1500,113365,2,5042,5,1,10.051310029672782,0,0,1,0,1008,-575
0,49531,2,3,9,0,0,1500,121330,2,23404,5,1,12.33978220901498,1,1,2,1,829,-137
2,61092,1,3,8,2,0,1000,81226,2,24814,1,1,17.166143567425838,1,1,0,0,890,-482
4,69224,1,0,6,1,1,1500,25770,2,29443,3,2,13.342383943321432,2,2,0,1,981,-172
1,50052,2,0,10,1,1,1000,49594,0,23219,1,0,18.831592018673064,2,2,1,1,813,-149
2,71475,0,0,9,1,1,2500,146691,0,25530,2,1,16.699804490204222,1,1,2,1,702,-61
0,43649,0,5,9,0,1,1000,2567,1,13854,3,1,15.872742362796616,1,0,1,1,963,-87
0,60967,1,4,10,2,1,1500,31114,2,29226,3,1,11.510015657780418,2,1,2,1,1010,-472
4,39889,0,2,8,2,0,2000,61741,0,25740,4,0,14.054216021438304,0,1,2,1,899,-332
1,56980,2,2,6,0,0,1000,132394,1,16400,9,3,16.663093014112498,0,0,0,1,1019,-254
5,43284,1,3,8,0,1,2500,147456,2,7184,8,0,16.8161171206132,0,2,1,1,998,-305
2,73830,0,0,8,0,0,1500,80942,0,24482,8,1,10.865932195767616,2,1,2,1,897,-199
2,42287,1,1,5,2,0,800,14963,1,22048,7,0,14.914572232442609,0,2,1,1,882,-318
0,63353,1,1,9,0,1,1500,81824,2,15977,5,0,11.6999686685535,1,0,1,0,722,-357
0,32806,1,5,3,2,1,1500,92657,1,27296,1,3,19.99333012765832,0,0,2,1,775,-92
0,36748,1,1,9,2,1,2000,113071,2,26920,4,3,16.19042504747891,2,1,2,1,895,-227
5,79959,0,4,5,2,1,2500,85936,2,23639,5,1,11.548364574881532,2,1,0,1,969,-121
1,33498,1,4,3,1,1,800,88481,2,25756,5,1,12.987277136808526,1,2,2,1,762,-196
0,68798,1,4,2,2,1,2000,121425,1,16873,3,1,10.25521594412072,0,1,1,1,830,-571
0,34603,0,0,6,1,0,2500,3826,2,14294,10,1,14.637411492977662,2,0,2,1,885,-123
3,51334,1,0,1,2,0,800,7067,1,27064,8,1,12.865257836301472,2,1,0,0,719,-309
5,67491,1,0,1,2,1,800,44737,1,6512,6,3,13.3397820754785,2,0,2,1,905,-273
2,63640,0,3,10,0,1,2000,64920,2,10400,1,2,15.716907773977129,2,2,2,1,848,-59
5,41897,0,0,5,2,0,800,97232,2,20579,3,3,13.43774143871558,2,0,2,1,918,-23
4,36510,2,0,9,2,0,1500,71233,1,26304,4,0,17.02037156765907,1,2,1,1,734,-625
0,49294,2,5,7,0,1,1500,111127,1,14602,7,3,12.040110560740192,2,0,1,1,706,-401
0,76363,2,4,1,1,1,2000,7732,2,9208,5,0,11.92632048071857,0,2,0,1,858,-40
0,45236,1,5,5,0,0,2500,48112,2,28342,7,0,19.846058488533544,0,1,2,1,793,-243
1,35869,1,2,8,2,1,1000,29258,1,15526,5,3,11.99223672206577,2,0,0,0,869,15
5,43152,0,2,2,0,0,1000,13148,1,15127,7,0,18.27209087707677,1,1,1,0,744,-212
1,50613,2,5,3,0,1,1000,29934,1,29083,2,2,17.29089477074123,0,1,0,1,1011,-471
4,67146,1,4,8,2,1,800,46444,0,25366,3,3,17.15230174960301,2,0,0,1,937,-458
4,41912,2,2,10,2,1,2000,88521,0,9987,7,3,15.474556836479676,0,0,0,1,893,15
0,75983,1,4,6,0,0,1500,137445,0,24063,6,3,14.240538523212615,2,0,2,1,1002,-218
0,75196,1,3,3,0,0,2500,110886,0,13430,4,3,18.78073406878845,2,0,0,0,789,-16
4,72918,0,0,3,2,0,1500,90753,1,29295,5,1,16.020890375853895,2,1,2,1,961,-4
2,48788,2,4,7,1,1,2000,65257,0,16519,1,1,14.231639065775015,0,0,0,1,1008,-461
2,60979,0,2,5,2,1,1000,82298,0,11633,1,3,10.972076594720132,0,0,1,0,776,-244
2,48530,2,1,10,2,0,800,99157,0,16300,7,1,13.316635529391617,0,2,1,1,940,-494
3,41549,1,0,6,2,1,1000,115251,1,13003,2,1,11.56197107516226,1,0,2,1,996,-503
2,50440,2,0,1,1,1,800,1627,0,23762,9,1,16.53226896616209,0,2,0,1,888,51
3,68408,2,1,2,2,1,800,127094,0,13802,10,3,12.062793030715683,0,1,1,1,868,-284
2,76516,0,3,4,2,1,1500,65948,0,29721,6,1,14.502822795177044,0,0,1,1,945,-375
0,79297,1,3,7,0,1,2000,20350,1,17563,10,3,15.784012623286406,0,0,1,1,828,-249
3,32623,0,0,5,2,1,2000,110368,0,15797,10,3,15.818670368326249,2,2,0,1,828,4
5,33927,0,5,2,2,0,800,44634,0,27516,1,1,13.882111112896546,0,0,1,1,895,-102
4,62393,1,3,2,0,0,2000,46717,2,20032,6,3,13.088963679192709,0,2,1,1,997,-566
2,40467,2,5,8,0,0,2000,39375,0,20058,7,2,17.695869735019542,0,1,0,1,998,-475
1,40241,1,2,10,0,0,2500,90708,1,29728,8,0,18.381216112291472,1,1,2,1,835,-124
4,33860,2,1,4,1,1,800,76712,0,8249,9,1,17.930021748182945,0,0,1,0,841,-621
0,37148,0,4,7,0,0,2000,30284,1,10087,7,1,14.226727417514152,2,0,2,1,989,-474
1,57111,2,2,9,1,0,1500,111025,0,13577,4,0,13.595845017303896,0,2,2,1,773,-590
3,56905,0,2,3,0,1,1500,27086,1,5999,1,2,10.631778898140636,0,1,2,1,922,-546
4,74704,0,4,4,0,0,1500,107129,1,26148,3,2,17.645800481478112,0,1,2,1,718,-262
4,76765,2,4,8,0,0,2500,91683,1,7092,7,0,17.187332850538915,0,2,0,1,731,-229
0,50403,1,1,4,1,1,800,48566,0,15070,8,2,19.33974498945977,2,0,0,1,788,1
5,30815,1,2,1,1,1,2500,103464,2,8924,6,1,10.7716790189884,2,1,2,1,712,-596
5,62319,1,3,7,0,0,800,102558,1,13396,8,0,13.315222133157526,2,1,0,0,1026,-486
0,52741,1,3,1,2,0,2000,34507,1,19387,7,0,12.160251451374815,0,1,0,0,725,-313
3,52330,2,3,10,2,1,1000,110848,1,25953,5,3,18.306575373640456,1,2,0,1,1012,-112
4,45273,1,5,6,2,1,2000,126791,2,19059,5,1,19.54273161024432,1,1,2,1,808,-253
3,77294,2,3,9,0,0,800,73100,1,7053,8,3,15.660628938324557,1,1,1,1,839,-12
2,73665,0,0,5,2,0,1000,138954,0,21330,5,1,10.696014746044256,1,2,2,1,1001,26
2,76462,0,5,2,1,0,2000,2216,1,20435,3,1,11.617221524475744,1,2,1,1,1022,-124
5,66172,2,5,5,0,1,800,96917,0,25577,8,2,11.03293830431932,0,1,2,1,803,24
4,38747,1,5,5,1,0,2000,133115,1,15135,3,1,16.43367797598973,1,2,1,1,926,-220
0,49477,1,1,10,1,0,800,31821,2,20656,7,2,13.957871428162305,1,0,0,0,1031,-340
1,38212,2,5,7,2,1,800,130351,1,12103,9,2,17.38947351262756,1,2,1,1,798,-550
3,33017,1,1,1,1,1,1000,57997,2,17539,3,0,13.66150719217221,1,2,2,1,779,-352
4,37512,2,1,8,2,1,800,139477,1,9922,5,1,13.446350909260996,2,1,2,1,748,-365
3,76107,2,1,1,0,0,1000,119326,1,19483,9,1,16.749112775454,1,0,2,1,908,6
2,76831,1,3,1,2,1,1000,43304,0,22558,10,1,15.67360083690958,1,2,1,1,823,-554
5,68117,2,2,6,0,1,2500,114309,1,12137,2,3,18.32669454176024,1,1,1,1,714,-561
0,33205,2,1,4,0,0,1000,2421,2,11471,5,0,19.15084029046742,1,1,1,0,865,-234
5,56980,0,1,3,0,0,800,73080,1,26283,9,2,11.11127829504798,2,0,1,1,876,-83
5,60507,1,1,10,1,0,1000,119446,0,25187,5,0,19.791635270247987,2,1,1,0,850,-135
5,34324,2,2,4,2,1,1000,137038,2,24846,3,2,16.699765448644968,0,1,1,1,1011,-495
5,70433,2,3,4,2,1,1500,79210,1,7716,2,2,11.61318699981238,1,2,1,1,756,-629
1,54757,1,4,6,2,0,2500,68119,1,29549,4,0,10.446857660507716,1,1,0,1,757,-201
