Vehicle_Model,Mileage,Maintenance_History,Reported_Issues,Vehicle_Age,Fuel_Type,Transmission_Type,Engine_Size,Odometer_Reading,Owner_Type,Insurance_Premium,Service_History,Accident_History,Fuel_Efficiency,Tire_Condition,Brake_Condition,Battery_Status,Need_Maintenance,Last_Service_Days,Warranty_Days_Left
Van,77611,Good,5,4,Diesel,Automatic,1500,127701,Second,13197,2,2,13.04523084996718,Worn Out,Worn Out,Weak,1,850,-589
Truck,53875,Good,2,2,Diesel,Manual,2000,5287,Third,12656,4,2,13.040483381734486,Good,New,Weak,1,917,-407
Bus,53063,Poor,5,6,Electric,Manual,1500,81050,Third,17456,10,3,18.659920683511707,New,New,New,1,788,-70
Van,67494,Average,3,9,Diesel,Automatic,2000,5496,Third,19540,1,0,12.377974920043226,Worn Out,Good,New,1,801,-605
Bus,59582,Poor,1,6,Diesel,Manual,1000,79286,Second,14710,1,2,19.786291627459207,Worn Out,Worn Out,Good,1,774,-629
SUV,64559,Good,2,6,Diesel,Manual,800,145284,Second,11183,7,0,15.040604733641636,Good,New,New,0,846,-216
Motorcycle,71418,Average,3,7,Petrol,Manual,2000,127020,Third,21433,6,0,19.985828367564046,Good,New,New,1,844,-286
SUV,65855,Poor,1,6,Electric,Manual,1500,106541,Second,20345,7,2,16.503798277545492,New,Good,Good,0,820,-76
SUV,52374,Poor,5,7,Electric,Automatic,1000,98635,First,23336,7,1,14.96958210782903,New,Good,Weak,1,966,-279
Truck,54188,Average,0,10,Petrol,Manual,2000,88368,Third,26597,2,2,12.428101616909306,Worn Out,Good,New,0,992,-375
Van,79057,Average,3,5,Electric,Automatic,1000,20400,Second,27439,8,2,14.491856703561185,New,New,New,1,999,-102
Truck,67665,Poor,3,2,Electric,Automatic,2000,146044,Third,16526,7,2,14.329749832745202,Good,Worn Out,Good,1,810,-588
Car,64233,Good,4,6,Diesel,Automatic,1000,13057,First,13839,2,3,12.55363033958151,Good,Worn Out,Good,1,805,-428
Bus,38320,Poor,3,8,Diesel,Manual,2000,116867,Second,20335,9,3,10.38854312671904,New,Good,Good,1,875,-271
Car,56855,Good,4,1,Petrol,Automatic,800,40279,First,20914,7,3,13.502292899431689,Good,Worn Out,Weak,1,847,-254
SUV,52128,Poor,4,1,Petrol,Automatic,1500,20002,First,27466,10,0,11.6800833656171,Good,Good,Weak,1,760,-610
Bus,43512,Poor,2,2,Petrol,Manual,1000,142342,First,5306,6,3,16.230448412781,Good,New,New,1,804,-304
Car,39037,Good,1,1,Electric,Automatic,2500,24076,First,11878,4,3,19.16794240848048,Good,Good,New,0,969,-271
Truck,71167,Good,3,10,Electric,Automatic,800,122704,First,17796,3,0,19.787274424619003,Good,Worn Out,Weak,1,907,-184
Van,70974,Average,5,7,Diesel,Automatic,800,65696,Third,22987,3,0,10.103406266638276,New,New,Good,1,1002,-457
Van,30206,Average,2,3,Electric,Manual,800,36616,Third,5754,2,3,16.769712316693685,New,Good,Good,0,898,-87
Motorcycle,45661,Average,3,1,Electric,Manual,1000,115882,Second,5941,9,3,14.175156816413862,Worn Out,Worn Out,Weak,1,976,-367
Van,34378,Good,0,4,Electric,Manual,1500,119266,Second,22152,9,3,14.059413489919711,Worn Out,New,Weak,1,774,-8
Car,33414,Good,4,6,Petrol,Manual,1000,109906,Third,10613,7,2,18.28636822814594,Worn Out,Worn Out,Good,1,780,-341
Car,32661,Good,2,6,Petrol,Automatic,2000,80568,Third,12033,10,3,16.912197809944445,Good,Good,Weak,1,823,-104
Car,44984,Poor,2,3,Diesel,Manual,1500,76706,Third,17339,7,0,17.00935377789855,Worn Out,Good,New,1,782,-460
Motorcycle,78612,Average,3,7,Diesel,Automatic,800,64986,Third,20060,4,2,15.286027076347786,Good,Worn Out,New,1,705,-84
Van,66050,Poor,1,7,Electric,Manual,800,52074,Third,25004,8,0,19.67742101945477,Good,Good,New,0,769,-384
Van,42985,Good,4,2,Petrol,Automatic,1500,133458,Third,25179,2,2,13.882949510065163,Good,Worn Out,New,1,791,-93
Van,79328,Average,4,7,Petrol,Manual,800,70301,First,10423,4,0,11.972168565650373,Good,Worn Out,Good,1,877,-123
Bus,57199,Good,4,4,Electric,Automatic,2000,25869,Third,23687,10,0,14.172790755152072,Worn Out,Good,Weak,1,851,43
Bus,32225,Good,0,10,Petrol,Automatic,1000,85440,Second,23267,2,0,14.472642285109668,Worn Out,New,Good,0,1005,32
Truck,65065,Poor,3,8,Diesel,Automatic,1000,100037,Second,29029,3,3,18.099516571514165,New,Good,Good,1,905,-468
Car,77102,Poor,3,1,Electric,Manual,2000,41148,Third,24599,4,0,15.8624015413941,Good,Worn Out,Weak,1,799,-137
Bus,70373,Good,4,4,Petrol,Automatic,2500,82012,Third,12227,9,0,10.045366525956062,New,Good,Weak,1,962,2
Truck,66260,Average,0,10,Petrol,Automatic,2500,60191,Third,25340,1,2,18.70588080631994,Worn Out,Good,Good,0,869,-433
Bus,42239,Average,1,10,Petrol,Manual,1500,15256,Second,8959,7,2,10.334395810368015,New,New,Good,0,882,-381
Van,35658,Average,3,5,Petrol,Automatic,1000,105393,First,18156,1,1,10.575429412575996,New,New,New,1,816,-324
Motorcycle,77035,Good,3,4,Electric,Manual,2500,14515,Second,28543,1,1,18.947208101431624,New,New,New,0,959,-492
SUV,59022,Good,3,5,Diesel,Automatic,1000,68027,Third,28440,10,0,15.00842940952309,Worn Out,Worn Out,Good,1,802,-286
Bus,77751,Poor,5,9,Petrol,Manual,2500,74639,Third,16617,8,0,17.20675530837365,Good,Good,New,1,942,-536
Motorcycle,34102,Average,2,6,Petrol,Automatic,800,53179,Second,11970,5,3,19.92185915352568,Good,Good,Good,0,781,-551
Car,55042,Good,2,2,Electric,Automatic,2000,106568,First,12567,8,1,13.266952696917098,Worn Out,Worn Out,New,1,739,-326
SUV,62782,Good,5,7,Diesel,Automatic,1000,68908,Third,20987,1,2,13.739515592910152,Worn Out,New,Weak,1,853,-523
SUV,74052,Good,5,7,Petrol,Automatic,1000,6999,First,15153,8,0,14.738087159309536,New,New,Weak,1,869,-50
Car,72611,Poor,2,5,Electric,Automatic,2000,5636,First,27966,5,2,17.318338802852512,Worn Out,Worn Out,Weak,1,867,-533
SUV,63175,Poor,0,7,Petrol,Manual,2500,123306,First,12051,2,3,13.485295111896589,New,Worn Out,Weak,1,822,-167
Car,49320,Poor,4,2,Electric,Manual,800,58046,Third,9894,2,3,12.734035315078126,Worn Out,Worn Out,Good,1,707,-80
Car,30542,Good,0,3,Petrol,Automatic,2500,10077,Second,18804,7,1,19.300916718560355,Worn Out,Good,New,0,701,-17
Motorcycle,71391,Good,4,4,Petrol,Automatic,1000,61534,Third,29775,8,0,10.726718908264129,Good,Worn Out,Weak,1,847,-6
SUV,34954,Good,0,7,Petrol,Automatic,1500,120974,First,7742,6,2,11.501223872826408,New,New,Good,0,911,-572
Motorcycle,49200,Average,3,2,Petrol,Manual,1500,74610,First,20177,4,0,13.029465941326404,New,Good,Weak,1,777,-162
SUV,64303,Poor,0,2,Diesel,Manual,2000,118438,First,24337,2,2,10.29124940134957,Worn Out,Good,New,0,946,-625
Motorcycle,48348,Poor,1,4,Electric,Manual,2500,73085,Third,9570,1,2,14.852952726191152,New,Worn Out,Good,1,874,-101
Truck,33768,Average,3,8,Electric,Automatic,2500,18969,First,22484,2,2,15.53065899722466,Good,Worn Out,Good,1,867,-346
Car,60747,Good,2,4,Diesel,Automatic,2500,25516,Second,22071,5,1,10.123015777459267,New,Good,Good,0,805,-474
Van,68240,Poor,4,7,Electric,Automatic,800,29876,Third,5473,8,1,19.453654898427885,Worn Out,New,Good,1,977,-447
Truck,38970,Poor,4,7,Petrol,Manual,1000,141290,Second,26075,7,3,18.220849749808536,Good,New,Weak,1,736,-90
SUV,48876,Poor,1,10,Petrol,Manual,2500,100503,Second,11374,8,1,13.683276139464905,Worn Out,New,Good,0,970,-290
Motorcycle,72037,Poor,5,5,Electric,Automatic,2500,84082,Second,18352,5,2,18.600669080041747,Good,Worn Out,Weak,1,1018,-123
SUV,58034,Poor,3,9,Diesel,Automatic,1500,147928,Second,26669,2,2,18.58971056650411,Worn Out,Good,Good,1,828,-280
SUV,32622,Average,5,5,Electric,Manual,1500,81961,Third,23749,2,1,16.51015834056385,Worn Out,Good,New,1,968,-552
Truck,63309,Poor,3,8,Diesel,Automatic,1500,3365,Third,13224,4,0,15.686042231947752,New,New,Weak,1,1001,-600
Motorcycle,62912,Good,2,3,Petrol,Manual,800,149769,Third,13424,3,0,12.720460680633668,New,Worn Out,New,1,715,-577
SUV,60338,Average,1,3,Electric,Manual,800,61044,First,24224,2,3,14.651489050367708,Worn Out,Good,Weak,1,758,-483
Van,44379,Poor,1,2,Diesel,Automatic,2500,105878,Third,25613,6,1,17.441168324509608,New,New,New,0,1016,-221
Motorcycle,59891,Good,0,2,Diesel,Manual,1000,77363,First,26710,7,0,13.598139833585916,Worn Out,Worn Out,Weak,1,850,-610
Van,70326,Poor,5,3,Diesel,Automatic,800,107763,Third,16644,1,0,14.607130068165946,Worn Out,New,New,1,844,-421
Truck,60492,Poor,0,6,Petrol,Automatic,2500,85061,First,27020,9,3,10.072736240205586,Worn Out,Good,New,1,841,24
Motorcycle,70430,Average,4,7,Diesel,Automatic,2000,81673,Third,11724,7,0,13.28307810996137,Good,Worn Out,Weak,1,937,-594
Bus,73234,Average,2,5,Petrol,Automatic,1500,116865,Third,7203,5,2,19.43939415251622,Good,Good,Weak,1,772,-316
Van,50583,Good,4,2,Electric,Manual,2500,92576,Second,28519,9,1,15.371906928582996,Worn Out,Good,Weak,1,1031,-556
Motorcycle,57616,Poor,5,1,Electric,Manual,1000,91954,First,24352,3,2,19.17900404199364,New,New,Good,1,858,-429
Van,43906,Poor,1,2,Petrol,Manual,1500,121823,First,24611,3,3,12.285133165270246,Good,New,New,0,919,25
Truck,64249,Good,1,2,Diesel,Automatic,1500,85965,First,19150,10,0,11.727308857222614,Worn Out,New,Weak,1,993,-621
Car,68373,Average,1,2,Petrol,Manual,2000,6080,First,23791,3,2,11.23977402820434,Good,Good,New,0,880,-295
Truck,43882,Average,3,1,Diesel,Automatic,2000,70672,Third,20662,10,0,19.378286743314185,New,Good,Good,1,926,-300
Car,67705,Poor,3,8,Petrol,Automatic,1000,129267,First,6598,3,0,19.494419867505144,New,Worn Out,Weak,1,953,-386
Bus,76884,Good,0,10,Petrol,Manual,2500,149549,Second,26827,10,3,18.2989576474676,New,New,Weak,1,747,-430
Van,33854,Poor,2,9,Electric,Manual,2500,63175,Second,26222,7,0,10.873443257784936,New,New,Good,1,726,-293
Bus,68441,Average,3,8,Electric,Automatic,1000,83355,First,26370,4,1,13.294991137298805,New,New,Weak,1,807,-507
Truck,65314,Good,0,9,Petrol,Automatic,1000,4411,Second,22464,2,0,11.963351952101354,New,Worn Out,Good,1,869,-86
Motorcycle,30155,Average,1,1,Electric,Manual,1000,134768,Third,28851,3,0,10.053072505976845,New,Worn Out,Weak,1,918,-497
Motorcycle,53243,Good,3,4,Petrol,Automatic,2000,94860,Second,10928,7,1,16.615947222158937,New,Good,Weak,1,886,-145
Bus,46049,Good,1,9,Petrol,Automatic,1000,71247,Second,28093,6,1,13.113826587272127,Worn Out,New,New,0,1023,-212
Truck,31713,Good,1,9,Electric,Automatic,2000,100835,Second,8479,4,3,14.919709466593298,New,Worn Out,New,1,702,-216
Van,30232,Good,3,5,Electric,Manual,1000,37396,Second,9305,5,2,16.450419243299446,New,Good,Good,0,986,-104
Bus,70261,Average,5,5,Petrol,Automatic,1000,109428,First,20712,7,1,11.773777323549323,New,Good,Weak,1,797,-222
Car,39658,Poor,2,10,Diesel,Manual,800,120155,Third,8010,6,1,11.144275768935511,Good,New,Weak,1,730,-404
SUV,63655,Average,5,9,Electric,Manual,800,129934,Third,13204,3,2,13.859869548810408,New,New,Good,1,879,-196
Van,59319,Average,5,1,Petrol,Automatic,800,17015,Second,21356,4,3,14.84649775564313,New,Worn Out,Good,1,1011,-426
SUV,65051,Average,0,4,Petrol,Manual,800,139456,Third,7235,3,2,13.344758008290295,Worn Out,New,New,0,997,-82
Truck,76909,Poor,3,3,Petrol,Automatic,2500,85162,Second,22124,10,0,11.18165738833446,Worn Out,New,Good,1,897,-243
SUV,32926,Poor,5,7,Petrol,Automatic,800,79219,Third,6249,8,2,18.951164243657367,Good,New,Good,1,836,-283
Car,36465,Good,3,9,Electric,Manual,1500,87967,First,29062,3,1,11.003571412578268,Worn Out,Worn Out,Good,1,859,-607
SUV,76299,Average,4,10,Electric,Manual,1000,13112,Second,6285,5,2,19.560364685596163,New,Worn Out,New,1,836,-285
Bus,41466,Poor,2,7,Petrol,Manual,2000,118536,Third,16783,8,3,12.062343241977969,Good,Good,Good,1,983,-610
Bus,50530,Average,4,1,Electric,Automatic,800,62663,First,13927,5,0,10.732220536468173,Good,Worn Out,Weak,1,863,-381
Motorcycle,78910,Poor,5,3,Petrol,Automatic,1000,78932,Third,7017,1,0,14.92596924239021,New,Good,Weak,1,763,-558
Van,55920,Average,1,6,Petrol,Manual,800,23286,Second,23423,5,1,19.295145589816457,Worn Out,New,Weak,1,950,-223
Van,65514,Average,5,9,Diesel,Manual,2000,35787,Third,15060,1,3,11.0377012279837,New,New,Weak,1,999,-386
Motorcycle,35388,Average,0,9,Petrol,Manual,1000,79260,First,23446,5,0,15.436057982806371,Good,New,New,0,855,-191
Bus,79121,Poor,3,5,Electric,Manual,2000,59826,Third,5499,7,1,11.380279921960442,Worn Out,Worn Out,Good,1,880,-635
Van,66679,Poor,0,10,Electric,Automatic,1000,96751,Second,9329,8,0,15.058338988937312,Good,Good,Good,0,863,-98
Truck,68630,Good,0,9,Electric,Manual,1500,5564,First,20058,8,3,15.002559733791925,New,Worn Out,New,1,1030,-421
Car,36987,Poor,0,6,Electric,Manual,2000,4976,Third,20737,2,0,11.106462155979392,New,Good,Good,0,801,-51
Motorcycle,72380,Good,5,4,Diesel,Automatic,1000,55315,Second,26488,3,2,13.455678456772642,Worn Out,New,New,1,783,-405
Motorcycle,50102,Average,1,5,Electric,Automatic,800,22661,Second,22692,7,3,19.45287287369677,Good,Worn Out,Good,1,910,-484
Van,67311,Average,5,3,Electric,Manual,800,66439,First,14858,6,2,13.862509799750269,New,Good,Weak,1,1021,-208
Bus,45707,Good,2,6,Diesel,Manual,800,32462,Second,23504,1,0,18.1213696710392,Worn Out,Worn Out,Weak,1,807,-45
SUV,45526,Average,5,4,Electric,Manual,800,24215,First,27931,3,2,19.21353610187764,Worn Out,New,Weak,1,1005,-313
Car,53482,Average,2,5,Electric,Automatic,800,129586,Third,19217,4,0,15.90486869417702,Good,Worn Out,New,1,1033,-286
Van,76249,Poor,5,1,Diesel,Automatic,800,33116,Third,20772,2,2,15.828496094252134,New,New,Good,1,997,-107
Car,33025,Average,2,5,Electric,Automatic,1500,83957,Second,11852,4,0,12.091147688098827,Worn Out,Good,New,0,786,-148
Bus,75652,Poor,0,2,Electric,Manual,1000,120996,First,12281,9,2,16.597493066735908,Good,Worn Out,Weak,1,838,-407
Van,35923,Poor,2,4,Petrol,Manual,1500,5472,Third,12955,8,0,16.46796715176165,Worn Out,Worn Out,Weak,1,828,-156
SUV,54280,Average,3,5,Electric,Manual,1500,135651,First,5114,8,2,11.563310928718018,Worn Out,Good,Weak,1,1028,-533
Car,65761,Poor,5,2,Electric,Automatic,800,23891,Second,16054,9,0,16.81814277281172,New,New,Good,1,930,-96
Bus,31757,Average,0,8,Petrol,Automatic,2500,148014,Third,12585,6,1,16.809319642242727,Good,Worn Out,Good,1,774,-416
Car,31974,Poor,3,8,Diesel,Manual,1000,119944,First,22796,2,2,13.726837853311675,New,Worn Out,Good,1,843,-574
Car,48486,Average,5,4,Petrol,Automatic,1500,132425,First,12622,4,0,16.89026786169365,Worn Out,Worn Out,Good,1,958,-385
Truck,54207,Average,3,1,Petrol,Automatic,2000,90543,First,20506,4,1,18.68984538858041,Worn Out,Worn Out,New,1,821,-633
Car,43044,Good,5,5,Petrol,Automatic,2000,45002,Third,16064,9,2,15.931341170660158,Good,Worn Out,New,1,989,-64
Truck,42005,Good,0,3,Diesel,Manual,800,83172,First,7888,8,0,16.886336577602787,Good,Good,Good,0,907,-352
Van,66701,Good,0,2,Diesel,Manual,800,148465,Second,8985,1,0,13.577355826194603,New,Good,Weak,1,863,-474
Bus,67306,Good,4,9,Electric,Automatic,1000,48002,First,27029,4,0,13.634133772875266,Worn Out,Good,New,1,946,-219
Motorcycle,63536,Average,1,10,Diesel,Automatic,2000,23360,Third,27048,3,1,18.13766588515197,New,New,Weak,1,847,-327
Bus,32609,Poor,4,3,Diesel,Manual,2500,54727,Second,8876,7,3,13.937041973992937,Good,Worn Out,Good,1,963,-378
Truck,49016,Average,2,6,Diesel,Manual,2000,52749,Third,13814,9,0,17.869440086683383,New,Good,New,0,1027,-121
Van,52979,Average,0,8,Diesel,Manual,1000,71754,First,15493,3,1,12.716952656750191,Good,Good,Good,0,759,-179
Van,37676,Good,2,9,Electric,Automatic,1500,21347,Second,24075,7,1,14.816303813425804,New,New,Good,0,726,6
Truck,73137,Good,1,6,Petrol,Automatic,2000,89153,Third,22655,2,1,10.579845156459957,New,Worn Out,New,1,873,-243
Bus,71672,Good,4,2,Electric,Manual,2500,44639,Third,24497,1,0,17.510054742011256,New,Good,Weak,1,703,-534
Motorcycle,41352,Poor,5,5,Electric,Manual,1000,130944,Second,19433,4,2,10.771621277919603,Worn Out,New,New,1,809,-204
Car,70273,Good,3,7,Diesel,Automatic,800,104717,First,21192,8,2,16.374527269216934,Worn Out,Worn Out,Weak,1,777,-529
SUV,57651,Good,5,10,Diesel,Automatic,1500,73647,First,27888,4,1,12.366342688334022,New,Good,Weak,1,745,-460
Bus,56350,Good,0,4,Petrol,Automatic,1000,23024,First,10539,6,2,14.981723031680684,Worn Out,Worn Out,New,1,968,-318
Motorcycle,35668,Average,1,10,Electric,Manual,1500,44777,Second,22094,4,1,10.369603908886324,Good,Worn Out,Good,1,767,-54
SUV,76444,Poor,3,3,Petrol,Manual,1000,92982,First,16584,4,2,13.725684332143285,Worn Out,Good,Good,1,916,-415
Motorcycle,63030,Poor,5,1,Petrol,Automatic,1500,104597,First,25751,5,1,19.43151504562774,Good,Worn Out,Weak,1,917,-286
SUV,73726,Poor,0,7,Petrol,Manual,1500,141870,First,12209,1,3,15.4512871029835,New,Good,Good,0,988,-166
Car,63769,Poor,2,3,Diesel,Automatic,800,68405,Second,21180,2,3,18.34228184413173,Good,Good,New,1,1005,-122
Van,36051,Average,5,10,Petrol,Manual,800,18657,Third,17872,7,0,12.453290914915057,Good,Worn Out,Good,1,768,-129
Car,79823,Average,4,10,Diesel,Manual,1500,53156,Second,28433,4,3,15.383112703679744,Worn Out,New,Good,1,736,-73
Truck,33801,Average,0,6,Electric,Automatic,1500,14972,Second,14356,5,3,12.521637557952102,Good,Good,Weak,1,893,-149
Truck,56500,Good,3,6,Petrol,Manual,800,145754,Second,20423,5,1,10.834393580479093,Good,Good,New,0,834,-290
Car,34364,Poor,4,4,Petrol,Automatic,2500,114238,Second,9887,1,3,15.825658399607008,Worn Out,Good,Weak,1,812,-384
Van,66362,Average,2,8,Petrol,Automatic,2000,15168,First,24337,1,3,10.472675185153411,Good,Good,New,0,850,-41
Van,41199,Average,1,4,Petrol,Automatic,2500,124021,Second,25986,3,3,11.832301710146162,New,Worn Out,Weak,1,917,-609
SUV,64762,Poor,0,6,Electric,Manual,2000,4706,Second,28461,5,3,17.792581470713245,Good,Good,Good,0,744,-12
Car,62641,Average,3,4,Electric,Manual,2500,17188,Third,14161,3,2,18.862530280382952,Good,Worn Out,Good,1,798,11
SUV,66810,Poor,5,1,Diesel,Manual,800,143793,First,22822,3,0,15.552708524361712,New,Worn Out,New,1,822,-162
Truck,46649,Good,2,6,Petrol,Manual,1500,129587,Second,24274,7,0,10.149444325319005,Good,Worn Out,Weak,1,982,-142
Truck,30603,Average,1,9,Diesel,Manual,1000,123911,Third,23960,10,1,10.465412443198526,New,Worn Out,New,1,850,-434
SUV,59213,Average,1,3,Diesel,Manual,1500,142693,Third,15616,4,1,18.16024969382976,Worn Out,Good,Good,0,979,-268
Truck,72409,Good,5,3,Diesel,Manual,1500,48340,Third,20321,8,3,13.635463984212322,New,New,Good,1,753,-466
Truck,50620,Poor,1,6,Electric,Manual,2000,142915,Second,9504,3,1,17.11071329814189,Good,Good,Good,0,990,-621
Van,60252,Poor,4,6,Petrol,Automatic,1500,115902,Second,8932,2,1,10.102003145237774,Good,New,Good,1,931,-592
Motorcycle,32852,Good,0,4,Electric,Automatic,2000,142252,Third,13250,9,1,14.154465673892451,New,Good,Weak,1,730,-600
Car,61258,Average,4,8,Diesel,Automatic,800,104370,Third,14924,4,1,16.959399983577747,New,Worn Out,Good,1,970,12
Bus,60505,Poor,2,7,Diesel,Automatic,800,35017,Second,22087,4,3,12.11223399581387,Worn Out,Good,Weak,1,836,-359
Van,42388,Poor,0,1,Petrol,Manual,800,35113,Second,25322,3,0,18.844903221646703,Worn Out,Worn Out,Weak,1,983,-58
Car,75609,Poor,3,2,Petrol,Automatic,1000,94709,Second,29061,3,3,10.708834070494346,Worn Out,Good,New,1,759,8
Motorcycle,37145,Good,3,1,Diesel,Manual,2500,61897,Second,16387,10,0,14.930103222734235,New,New,Weak,1,881,-479
SUV,63814,Poor,3,2,Petrol,Manual,1500,40798,Third,11751,1,2,12.547081405794124,Good,Good,Good,1,760,-9
Truck,72856,Average,5,6,Petrol,Manual,2500,83405,Third,11034,6,3,19.37126321639388,New,Worn Out,New,1,979,-53
Bus,38642,Good,1,4,Diesel,Automatic,2000,111725,First,13831,1,0,10.605202143045094,Good,Worn Out,Weak,1,968,-332
Bus,78328,Poor,5,3,Petrol,Manual,1000,72857,Second,12774,1,3,17.77726411495437,Good,New,Good,1,876,-157
Motorcycle,31601,Average,0,5,Diesel,Manual,2500,47929,First,16416,5,1,12.727584822238263,New,Worn Out,Weak,1,832,-585
Van,40309,Average,2,2,Electric,Automatic,2000,125175,First,18122,3,1,14.806600620633551,Worn Out,Good,Weak,1,940,-188
Bus,68186,Average,3,8,Electric,Automatic,1500,132336,Second,20367,1,2,18.422059980611813,New,Good,New,1,818,-161
Truck,78820,Good,5,10,Petrol,Automatic,2500,20567,Third,11450,2,3,15.558031993901311,New,Good,New,1,996,-473
Bus,46826,Poor,4,10,Diesel,Automatic,800,142636,Second,17178,7,0,12.25543066111894,New,Good,Weak,1,825,-553
Motorcycle,52219,Poor,4,4,Electric,Automatic,1500,6052,Second,6729,5,3,19.20325629073045,Good,Good,Good,1,846,-175
SUV,56847,Poor,0,10,Petrol,Manual,2000,129686,First,12237,7,2,19.8970759562246,Worn Out,New,Weak,1,1003,-383
Van,53736,Poor,5,10,Electric,Manual,2500,91411,Second,17545,10,0,16.291642665645167,Worn Out,Good,New,1,755,-527
Van,35354,Average,4,2,Electric,Automatic,2000,75144,First,27299,4,1,14.545606726898816,New,New,Good,1,742,4
Motorcycle,60047,Average,4,4,Petrol,Automatic,1500,147092,Second,16155,1,3,16.082075797761576,Worn Out,Good,Good,1,771,-346
Motorcycle,78816,Good,3,6,Electric,Manual,2000,36609,First,15914,2,3,10.192479835001375,Good,New,Weak,1,898,-67
SUV,43548,Poor,3,6,Diesel,Manual,2500,117036,First,14302,4,1,10.19179512356962,Good,Good,New,1,785,-599
Van,39075,Good,5,10,Diesel,Manual,2000,89350,First,15927,3,3,19.46276449986165,Good,Good,New,1,839,-54
Motorcycle,30984,Good,2,4,Diesel,Automatic,2000,126301,Third,6360,5,3,17.106175143369782,Good,Good,New,0,844,-199
Van,43876,Poor,1,8,Electric,Manual,1000,63675,Second,5373,6,0,16.34785744842113,New,Good,New,0,827,-639
Truck,59777,Good,5,7,Diesel,Automatic,1000,90537,First,19377,3,1,18.39261559909064,New,Good,Weak,1,750,-201
SUV,78899,Poor,1,10,Electric,Manual,2500,99108,Second,17976,4,0,18.264375417770125,Good,Good,Good,0,836,-632
Van,41373,Poor,5,5,Diesel,Automatic,1000,51433,First,19571,3,3,16.648144358062115,Worn Out,Worn Out,New,1,848,-152
Bus,75743,Average,5,7,Diesel,Manual,1000,109356,Second,29378,1,2,13.34056926001354,Worn Out,Worn Out,Weak,1,756,-218
Van,48279,Good,4,8,Petrol,Manual,800,88881,Third,25396,6,0,13.705099797044948,New,New,Weak,1,948,-199
SUV,35519,Average,1,1,Electric,Manual,1000,130184,Second,25829,9,0,16.07045021925758,Worn Out,Good,New,0,1033,-21
SUV,56346,Poor,4,4,Diesel,Manual,2000,101252,Third,11327,8,2,11.241901233180892,New,New,Weak,1,773,-582
Motorcycle,34294,Average,1,2,Petrol,Manual,2000,115818,Third,28640,7,3,18.26659301297272,Worn Out,New,Good,0,712,-174
Van,57048,Good,0,4,Electric,Automatic,1000,120515,First,12313,3,1,19.469327504572327,Worn Out,New,Weak,1,983,-387
SUV,69144,Poor,0,1,Diesel,Manual,2000,33883,Second,10454,8,3,16.353231894427992,Good,Good,Good,1,960,36
Van,37476,Poor,4,9,Diesel,Automatic,2000,70148,Second,10238,10,1,15.418276646012927,New,Worn Out,Good,1,713,-347
Car,30877,Poor,5,8,Petrol,Manual,2500,114941,Third,17416,1,1,14.115187802312466,Good,Good,New,1,976,-83
Van,66248,Average,0,7,Electric,Manual,1500,127940,First,22537,10,0,15.714087274006634,Good,Worn Out,Good,1,981,-605
Car,36917,Good,3,2,Petrol,Manual,2500,106221,First,24420,8,0,16.30242636293128,Worn Out,New,Weak,1,965,-255
Bus,49725,Good,3,2,Diesel,Manual,2500,28402,Second,7440,2,2,15.307846526650742,Good,Good,Good,0,769,-469
SUV,35866,Average,5,9,Petrol,Automatic,1000,148334,Second,6096,5,1,15.268319622905114,Worn Out,New,New,1,880,-462
Car,42435,Poor,5,2,Diesel,Automatic,1500,57445,Third,11306,4,1,18.189670323367856,New,New,Good,1,965,-12
Van,36200,Poor,4,2,Petrol,Manual,2500,108848,Third,13040,2,1,17.65923688502608,Good,New,Good,1,771,-390
Motorcycle,56205,Average,3,10,Electric,Automatic,800,12834,Third,14214,4,2,19.730801029450504,New,Good,Weak,1,939,-452
Truck,51903,Average,5,6,Petrol,Manual,1000,34763,Third,16153,7,0,18.8604854743122,Good,New,New,1,873,-148
Bus,36213,Good,1,1,Petrol,Automatic,1000,90642,Third,13233,5,2,16.04923096477075,New,Worn Out,New,1,965,-446
Van,63854,Average,5,9,Electric,Manual,1500,85952,Second,6848,1,2,13.369387596671247,Good,Good,Weak,1,708,-196
SUV,50470,Good,2,9,Diesel,Automatic,1000,53657,First,19855,6,0,16.205812554321728,New,Good,New,0,732,-267
Bus,50000,Poor,0,6,Diesel,Automatic,800,134662,First,8753,1,2,15.19312389274928,Good,Good,New,0,898,-152
Bus,50255,Good,3,3,Electric,Manual,800,84490,First,19734,2,0,19.080050134774137,Good,New,Good,0,870,-355
Motorcycle,37224,Good,2,2,Diesel,Manual,2500,49951,Second,7451,1,1,18.13864764024207,Good,Worn Out,Weak,1,760,39
SUV,36809,Good,5,7,Diesel,Automatic,2000,39361,First,10735,9,1,19.609384525654328,Worn Out,New,New,1,937,-381
Truck,31816,Poor,4,8,Petrol,Manual,2000,97559,First,7085,9,0,19.57093201622071,Good,New,Good,1,998,-151
Van,45697,Poor,0,1,Diesel,Manual,2500,23366,Second,13085,1,0,12.122740488007974,New,Good,New,0,862,-52
Van,76614,Average,2,8,Petrol,Manual,1500,91641,First,22354,4,3,12.111909783964409,New,New,Good,0,765,-510
Bus,48132,Good,4,1,Petrol,Manual,2500,144479,Second,27826,7,1,13.230976024887608,Good,Good,Weak,1,779,-203
Van,71314,Good,1,3,Electric,Manual,2000,49430,First,7894,5,2,13.003890269652118,New,New,Weak,1,848,-198
